Generation;Fitness;Average Fitness;Score;Runtime
0;4,417314;1,230518;1;3,417313
1;12,21483;1,780549;4;8,214834
2;42,25689;2,5777;18;25,25689
3;62,90037;4,564269;27;35,90037
4;58,75582;5,752993;25;33,75582
5;52,65726;6,730052;22;30,65726
6;58,73741;9,781877;25;33,73741
7;56,63982;8,233991;24;32,63982
