Generation;Fitness;Average Fitness;Score;Runtime
0;10,96256;1,278754;4;6,96256
1;12,21575;1,859391;4;8,215754
2;53,74093;2,67962;23;30,74093
3;66,83064;3,18405;29;37,83064
4;29,08222;3,860178;11;18,08222
5;62,7569;6,990287;27;35,7569
6;68,70644;7,315252;30;38,70644
7;82,13054;8,694622;37;45,13054
8;76,47595;10,97689;34;42,47595
9;81,39497;12,9344;37;44,39497
10;80,25562;14,03688;36;44,25561
