Generation;Fitness;Average Fitness;Score;Runtime
0;5,579773;1,292132;2;3,579773
1;10,75829;1,908204;4;6,75829
2;21,91731;2,959125;8;13,91731
3;10,95572;3,240999;4;6,955721
4;41,21308;2,889569;17;24,21308
5;48,68018;3,044633;20;28,68018
6;34,72414;2,35085;14;20,72414
7;31,49332;2,698601;13;19,49332
8;40,32609;4,451311;17;24,32609
9;54,85777;7,023594;24;31,85777
