Generation;Highest Fitness;Average Fitness;Runtime
0;12,6903;0,08282807;9,310966
1;13,59573;1,722883;5,762684
2;14,19512;3,149826;5,961628
3;14,22173;2,813821;6,167216
4;14,19698;3,416337;5,925455
5;14,66333;3,454725;5,94383
6;15,28894;3,632679;12,41364
7;20,16047;4,708416;11,03821
8;20,88194;5,221475;11,1068
