Generation;Highest Fitness;Average Fitness;Runtime
0;6,30898;-0,559452;6,343108
1;13,84714;1,101234;5,72752
2;13,75293;1,719541;5,914133
3;20,84515;3,101775;9,161496
4;20,85547;3,764506;8,86921
