0;12,46037;0,09884226;7,8583
1;12,43808;1,158515;6,763468
2;19,78391;2,342517;7,148504
3;19,80742;3,185833;7,26335
4;19,86213;4,165327;7,265695
5;19,10478;4,768978;8,498044
6;19,12598;3,777727;7,213266
