Generation;Highest Fitness;Average Fitness;Runtime
0;6,651293;0,1499423;7,529722
1;7,26433;-0,3284329;5,684978
2;6,932441;0,9920667;6,831728
3;8,400343;1,907848;4,142
4;12,38811;1,978204;4,074206
