Generation;Highest Fitness;Average Fitness;Runtime
143;21,24874;11,81605;5,012568
144;21,3337;11,51188;7,069619
145;21,48161;11,60861;5,298856
146;21,35347;10,34664;4,14894
147;21,49467;9,488372;4,789164
148;21,35393;9,232884;7,571622
149;21,31061;10,92441;3,981225
150;21,3379;9,966136;5,413282
151;21,35047;8,876623;7,076307
152;21,35052;10,8056;6,074137
153;21,3184;8,751225;4,859909
154;21,35654;9,634408;4,84497
155;21,31044;9,216504;5,692498
156;21,24115;10,71757;6,950668
157;21,37037;10,28648;8,391277
158;21,44349;9,534216;6,013155
159;21,37527;11,6615;5,200813
160;21,2707;6,706653;7,314196
161;21,31012;10,71169;5,204908
162;21,27123;9,553761;7,247533
163;21,41404;10,24155;5,425704
164;21,26055;7,927658;5,92538
165;21,4087;9,507187;6,002226
166;21,34296;10,35696;9,482309
167;21,22786;9,520356;6,909154
168;21,25014;10,41519;6,200038
169;21,28092;10,79862;6,973793
170;21,32383;11,63038;5,200212
171;21,24205;10,26661;4,076722
172;21,38678;10,68554;4,221853
173;21,28626;10,2409;4,221413
174;21,2838;10,24812;4,257879
175;21,27603;8,994287;5,423648
176;21,12542;7,901958;6,788578
177;21,4057;9,952075;5,551743
178;21,31665;10,31629;4,714437
179;21,43878;10,44966;4,543151
180;21,3565;8,793651;3,747319
181;21,30591;10,43117;4,126482
182;21,58077;10,44238;3,849854
183;21,38647;9,330961;4,486856
184;21,42195;8,823685;3,695014
185;21,43053;10,32395;4,416657
186;21,39587;9,681925;5,001221
187;21,33611;8,431729;4,254153
188;21,34387;7,788657;4,289834
189;21,36112;10,09793;3,720989
190;21,36213;8,470378;3,654182
191;21,00731;3,937529;4,332968
192;21,35697;7,855927;5,770673
