Generation;Highest Fitness;Average Fitness;Runtime
0;6,959307;-0,3703783;5,479817
1;5,924893;0,6947641;4,25994
2;6,288483;2,262194;4,486505
3;11,63114;3,000664;4,701474
4;10,95161;3,535123;4,596648
5;7,464839;3,839846;8,601506
6;14,63311;3,837037;5,586351
7;14,61287;3,619057;8,302374
8;19,02771;4,244874;6,979288
9;18,54466;5,128863;10,7901
