Generation;Highest Fitness;Average Fitness;Runtime
0;6,80321;0,1486087;7,43477
1;6,7295;1,130247;5,467011
2;14,32451;2,533851;6,669188
3;21,004;3,586676;4,327815
4;20,99795;4,433077;5,997076
5;21,02917;6,006056;11,90432
